Material,Coating Material,Temperature (°C),Density (g/cm³),Thermal Conductivity (W/m·K),Thermal Expansion (×10⁻⁶/°C),Normal Load (N),Sliding Speed (m/s),COF,Wear Rate (mm³/N·m),Hardness (HV),Lunar Contact
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.001,0.0273,0.00000000040741,2064,Yes
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.001,0.1517,0.000000026732,2064,No
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.01,0.0261,0.0000000012326,2074,Yes
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.01,0.1304,0.000000072639,2072,No
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.05,0.0246,0.0000000021638,2070,Yes
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.05,0.1373,0.00000012748,2070,No
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.1,0.0238,0.000000003031,2071,Yes
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.1,0.1156,0.0000001772,2072,No
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.5,0.0236,0.0000000058786,2072,Yes
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,0.5,0.1122,0.00000030648,2077,No
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,1,0.0232,0.0000000072063,2073,Yes
300M Steel,Chameleon (NASA),7,7.84,34.86,11.26,50,1,0.1066,0.00000045218,2067,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.001,0.0372,0,2069,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.001,0.2008,0.0000000011696,2069,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.01,0.0352,0,2080,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.01,0.1946,0.0000000025015,2065,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.05,0.0341,0,2068,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.05,0.1685,0.0000000058786,2075,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.1,0.0342,0.00000000010707,2063,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.1,0.1705,0.0000000078068,2068,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.5,0.0329,0.00000000019968,2069,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,0.5,0.168,0.000000013652,2062,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,1,0.0335,0.00000000029106,2069,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,1,1,0.1731,0.000000017431,2070,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.001,0.0378,0,2074,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.001,0.2076,0.0000000045693,2073,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.01,0.0339,0.00000000019138,2078,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.01,0.1927,0.000000010812,2063,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.05,0.0363,0.0000000003634,2074,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.05,0.1671,0.000000021369,2067,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.1,0.034,0.00000000043236,2068,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.1,0.1715,0.000000028121,2065,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.5,0.0302,0.0000000009814,2070,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,0.5,0.1475,0.000000055309,2069,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,1,0.0306,0.0000000011147,2069,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,5,1,0.1768,0.000000070439,2069,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.001,0.0349,0.00000000014653,2071,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.001,0.1962,0.0000000078959,2074,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.01,0.0342,0.00000000031376,2074,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.01,0.1955,0.000000019718,2071,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.05,0.0341,0.00000000064329,2076,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.05,0.1515,0.000000031508,2078,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.1,0.0306,0.00000000081952,2078,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.1,0.1686,0.000000055323,2078,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.5,0.0312,0.0000000015534,2068,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,0.5,0.1578,0.000000085618,2077,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,1,0.0291,0.0000000019347,2067,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,10,1,0.1657,0.0000001362,2066,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.001,0.0318,0.0000000002212,2071,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.001,0.1769,0.000000013162,2059,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.01,0.029,0.00000000055524,2077,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.01,0.1681,0.000000040016,2069,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.05,0.0294,0.0000000009828,2063,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.05,0.1527,0.000000066024,2073,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.1,0.0295,0.0000000014458,2069,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.1,0.1556,0.000000082263,2065,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.5,0.0282,0.0000000025553,2074,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,0.5,0.1608,0.00000019992,2082,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,1,0.0264,0.0000000039149,2068,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,20,1,0.1471,0.00000018352,2075,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.001,0.0276,0.00000000047891,2065,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.001,0.1411,0.000000022457,2063,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.01,0.0251,0.0000000013016,2066,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.01,0.1378,0.000000081672,2072,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.05,0.0228,0.0000000024263,2069,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.05,0.1211,0.00000015178,2065,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.1,0.025,0.0000000028604,2062,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.1,0.124,0.00000020882,2068,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.5,0.0222,0.0000000059965,2072,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,0.5,0.1314,0.00000032448,2076,No
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,1,0.0241,0.0000000081279,2076,Yes
300M Steel,Chameleon (NASA),37,7.84,36,11.5,50,1,0.1167,0.00000043259,2069,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.001,0.0394,0,2069,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.001,0.2364,0.0000000013479,2070,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.01,0.0336,0,2070,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.01,0.1945,0.0000000036315,2075,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.05,0.0367,0,2070,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.05,0.183,0.0000000056167,2075,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.1,0.0371,0.00000000013544,2058,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.1,0.1944,0.0000000081629,2068,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.5,0.0327,0.00000000021247,2066,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,0.5,0.1679,0.000000014968,2067,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,1,0.0327,0.00000000035215,2067,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,1,1,0.16,0.000000019145,2063,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.001,0.0387,0,2064,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.001,0.1934,0.0000000044513,2070,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.01,0.0364,0.00000000018306,2071,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.01,0.1888,0.000000011027,2063,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.05,0.0346,0.0000000003568,2066,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.05,0.1754,0.000000025405,2071,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.1,0.0332,0.00000000053,2066,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.1,0.1884,0.000000025605,2068,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.5,0.0321,0.00000000097012,2070,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,0.5,0.1856,0.000000049395,2067,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,1,0.0335,0.0000000012918,2076,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,5,1,0.1563,0.000000073138,2060,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.001,0.037,0.00000000015186,2071,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.001,0.1959,0.000000009472,2060,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.01,0.0328,0.00000000035433,2075,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.01,0.1792,0.000000023464,2066,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.05,0.0318,0.00000000071764,2082,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.05,0.1805,0.000000046084,2069,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.1,0.0295,0.00000000081055,2069,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.1,0.168,0.000000054335,2062,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.5,0.0288,0.000000001519,2066,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,0.5,0.1542,0.0000001129,2057,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,1,0.0296,0.0000000019475,2066,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,10,1,0.169,0.00000014328,2062,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.001,0.0339,0.00000000022455,2066,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.001,0.1865,0.00000001485,2064,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.01,0.0345,0.00000000063332,2076,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.01,0.1909,0.000000042103,2066,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.05,0.0315,0.0000000012659,2068,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.05,0.1561,0.000000072646,2067,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.1,0.0318,0.0000000016333,2060,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.1,0.1517,0.00000011031,2071,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.5,0.0271,0.0000000030153,2074,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,0.5,0.1441,0.00000018463,2066,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,1,0.0282,0.0000000035783,2070,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,20,1,0.1463,0.00000023513,2071,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.001,0.0289,0.00000000053318,2076,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.001,0.1567,0.000000036659,2062,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.01,0.0251,0.0000000014761,2065,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.01,0.1388,0.000000078335,2070,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.05,0.0263,0.0000000026197,2068,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.05,0.1383,0.00000017855,2069,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.1,0.0238,0.0000000035776,2065,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.1,0.1217,0.00000017588,2076,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.5,0.0238,0.0000000067332,2067,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,0.5,0.1343,0.00000040944,2066,No
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,1,0.0208,0.0000000086527,2072,Yes
300M Steel,Chameleon (NASA),77,7.84,37.52,11.82,50,1,0.1111,0.00000054659,2063,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.001,0.041,0,2064,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.001,0.2327,0.0000000015027,2066,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.01,0.0443,0,2067,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.01,0.2219,0.0000000041262,2058,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.05,0.0408,0.00000000010904,2062,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.05,0.2077,0.0000000064892,2068,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.1,0.0411,0.00000000013802,2074,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.1,0.2068,0.0000000076597,2066,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.5,0.0329,0.00000000030139,2065,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,0.5,0.1859,0.000000015015,2065,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,1,0.0361,0.00000000037629,2062,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,1,1,0.1963,0.000000024619,2071,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.001,0.0412,0,2062,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.001,0.227,0.0000000050806,2059,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.01,0.0386,0.00000000022992,2059,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.01,0.2263,0.000000012978,2064,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.05,0.0371,0.00000000048349,2067,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.05,0.1927,0.000000027087,2061,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.1,0.033,0.00000000058932,2058,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.1,0.188,0.000000034809,2072,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.5,0.0345,0.0000000011936,2071,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,0.5,0.1781,0.000000066469,2078,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,1,0.0366,0.0000000014691,2067,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,5,1,0.183,0.000000088453,2069,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.001,0.0378,0.00000000020999,2063,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.001,0.1912,0.000000010316,2057,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.01,0.0377,0.00000000039396,2066,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.01,0.1923,0.000000027261,2060,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.05,0.0358,0.00000000077333,2060,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.05,0.1754,0.000000051906,2057,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.1,0.037,0.0000000010609,2062,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.1,0.1884,0.000000059749,2058,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.5,0.0353,0.0000000018166,2063,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,0.5,0.1668,0.00000010996,2063,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,1,0.0314,0.0000000026141,2063,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,10,1,0.1665,0.00000014153,2068,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.001,0.0349,0.00000000034841,2068,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.001,0.1901,0.000000014876,2063,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.01,0.0304,0.0000000007815,2059,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.01,0.1869,0.000000048771,2065,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.05,0.0326,0.0000000014634,2070,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.05,0.1671,0.000000080666,2068,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.1,0.0294,0.0000000019946,2073,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.1,0.1613,0.00000010893,2067,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.5,0.0313,0.0000000037537,2063,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,0.5,0.1653,0.00000023062,2065,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,1,0.0328,0.0000000052196,2068,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,20,1,0.1658,0.00000029885,2065,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.001,0.0286,0.00000000067093,2066,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.001,0.1661,0.000000040854,2055,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.01,0.0277,0.0000000017508,2064,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.01,0.152,0.00000011501,2074,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.05,0.026,0.0000000032907,2069,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.05,0.1375,0.00000018383,2067,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.1,0.0268,0.0000000040854,2063,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.1,0.1438,0.00000027617,2066,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.5,0.0246,0.000000009299,2068,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,0.5,0.1322,0.00000050014,2062,No
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,1,0.0256,0.0000000099585,2079,Yes
300M Steel,Chameleon (NASA),127,7.84,37.6,11.84,50,1,0.121,0.00000063039,2057,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.001,0.1075,0,2783,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.001,0.3642,0.0000000011446,2773,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.01,0.1167,0.00000000011595,2776,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.01,0.4023,0.0000000025735,2786,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.05,0.1052,0.00000000021983,2792,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.05,0.3401,0.0000000057941,2779,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.1,0.1101,0.00000000027377,2787,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.1,0.3145,0.0000000074305,2781,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.5,0.1015,0.00000000055828,2778,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,0.5,0.3411,0.000000014094,2771,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,1,0.0869,0.00000000081353,2781,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,1,1,0.3287,0.00000001659,2776,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.001,0.1148,0.0000000001777,2778,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.001,0.379,0.0000000050209,2779,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.01,0.1104,0.00000000043294,2780,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.01,0.3357,0.000000010635,2788,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.05,0.0978,0.00000000098807,2783,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.05,0.3499,0.00000002221,2777,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.1,0.1035,0.000000001443,2783,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.1,0.3318,0.000000027726,2782,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.5,0.107,0.000000002254,2786,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,0.5,0.3345,0.000000045794,2775,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,1,0.0954,0.0000000029884,2781,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,5,1,0.2846,0.00000006311,2780,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.001,0.0967,0.00000000034045,2785,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.001,0.32,0.0000000087576,2778,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.01,0.1047,0.0000000008288,2775,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.01,0.3324,0.000000018823,2776,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.05,0.094,0.0000000015063,2779,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.05,0.3232,0.000000036705,2785,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.1,0.1037,0.0000000021479,2776,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.1,0.3217,0.000000045692,2771,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.5,0.0969,0.0000000044216,2785,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,0.5,0.3023,0.000000094489,2778,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,1,0.0857,0.0000000054738,2784,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,10,1,0.2903,0.00000012199,2789,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.001,0.0988,0.00000000054185,2793,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.001,0.3576,0.000000015079,2780,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.01,0.0966,0.0000000015303,2775,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.01,0.3027,0.000000036305,2784,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.05,0.079,0.0000000030949,2790,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.05,0.2766,0.000000062649,2787,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.1,0.086,0.0000000036475,2778,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.1,0.3072,0.000000098163,2778,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.5,0.0898,0.0000000085098,2787,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,0.5,0.2846,0.00000018611,2790,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,1,0.083,0.0000000097544,2782,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,20,1,0.2973,0.00000023058,2785,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.001,0.0803,0.0000000011468,2778,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.001,0.2757,0.000000027763,2782,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.01,0.0797,0.0000000029806,2782,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.01,0.2753,0.000000072242,2778,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.05,0.0755,0.0000000064247,2780,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.05,0.2586,0.00000015952,2783,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.1,0.0755,0.0000000090661,2778,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.1,0.2339,0.00000019334,2779,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.5,0.068,0.000000016457,2777,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,0.5,0.2345,0.00000031872,2779,No
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,1,0.0613,0.000000019555,2779,Yes
300M Steel,TiN (Titanium Nitride),-173,7.84,28,9.8,50,1,0.2419,0.00000050076,2780,No
300M Steel,TiN (Titanium Nitride),-153,7.84,28.76,9.96,1,0.001,0.1169,0,2779,Yes
300M Steel,TiN (Titanium Nitride),-153,7.84,28.76,9.96,1,0.001,0.3715,0.0000000010898,2786,No
300M Steel,TiN (Titanium Nitride),-153,7.84,28.76,9.96,1,0.01,0.1108,0.00000000014919,2784,Yes
300M Steel,TiN (Titanium Nitride),-153,7.84,28.76,9.96,1,0.01,0.3937,0.0000000025281,2782,No
300M Steel,TiN (Titanium Nitride),-153,7.84,28.76,9.96,1,0.05,0.1037,0.00000000025995,2784,Yes
